Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.53852081298828,72.59889913772518,71.29231130597061,71.5458973217052,135480400
2020-01-03,71.83329010009766,72.59405542623057,71.60868452797844,71.76566667933918,146322800
2020-01-06,72.40567016601562,72.4443131708714,70.70300468370534,70.95418053006813,118387200
2020-01-07,72.06514739990234,72.67134068922641,71.84536944211234,72.41533721540509,108872000
2020-01-08,73.22440338134766,73.5262949460089,71.76807876823776,71.76807876823776,132079200
2020-01-09,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-10,74.94879913330078,75.51394659034878,74.44645484641248,75.01401242394427,140644800
2020-01-13,76.55005645751953,76.57662675415311,75.14686472001775,75.26521125345613,121532000
2020-01-14,75.51636505126953,76.6973684411486,75.39319829942681,76.48725308231118,161954400
2020-01-15,75.1927490234375,76.19744522367158,74.7604381579808,75.3159231634684,121923600
2020-01-16,76.13463592529297,76.24573732895618,75.37387064834499,75.73614052978684,108829200
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400
2020-01-21,76.45584869384766,77.04755171377299,76.31818437718287,76.60558572443774,110843200
2020-01-22,76.72876739501953,77.28182746630861,76.63457368368562,76.94129287751667,101832400
2020-01-23,77.09828186035156,77.17797799443389,76.23366024847726,76.78190007438859,104472000
2020-01-24,76.87609100341797,78.08848500678306,76.68529344990502,77.34462735281411,146537600
2020-01-27,74.61553955078125,75.29660147871274,73.63257861706,74.88361578521364,161940000
2020-01-28,76.72636413574219,76.89783652233591,75.39804092914581,75.49706227081296,162234000
2020-01-29,78.33244323730469,79.18015749959928,77.61756574684476,78.35901353983279,216229200
2020-01-30,78.2188949584961,78.27202816821715,76.98234829996913,77.41465908040864,126743200
2020-01-31,74.75076293945312,77.93148808362285,74.45611650102718,77.50883992680524,199588400
2020-02-03,74.54548645019531,75.71199229580401,72.99014040911702,73.49248476536589,173788400
2020-02-04,77.00650787353516,77.19730542119127,75.74580830506335,76.151548831137,136616400
2020-02-05,77.63443756103516,78.4338458330259,77.03065443292134,78.13436438960977,118826800
2020-02-06,78.54254150390625,78.54495899553537,77.34705504130429,77.90495019793212,105425600
2020-02-07,77.47494506835938,78.29077542045333,76.98350975131173,78.0414266120576,117684000
2020-02-10,77.84290313720703,77.84290313720703,75.97884171109904,76.05872699723375,109348800
2020-02-11,77.37326049804688,78.4118136218486,77.15538413187909,78.33919062909048,94323200
2020-02-12,79.210693359375,79.215532428976,77.82353527181141,77.82353527181141,113730400
2020-02-13,78.64663696289062,78.97345520254548,78.27866815708352,78.48201992249481,94747600
2020-02-14,78.66598510742188,78.91533382442148,78.1576021480164,78.61514163995746,80113600
2020-02-18,77.22559356689453,77.40715844205181,76.16283028478497,76.34439515994225,152531200
2020-02-19,78.34403228759766,78.57401741875222,77.46768033586122,77.46768033586122,93984000
2020-02-20,77.54029083251953,78.5933684199213,77.0343310134274,78.10435642626537,100566000
2020-02-21,75.78515625,77.57660179653178,75.16783878997336,77.13357947900434,129554000
2020-02-24,72.18534088134766,73.63785968182607,70.01867143670297,71.96262546916086,222195200
2020-02-25,69.74024963378906,73.23840120801118,69.26818556775696,72.85590793147738,230673600
2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000
2020-03-02,72.33783721923828,72.97452563881295,67.23223588558308,68.33614928810904,341397200
2020-03-03,70.04045867919922,73.59428625555064,69.18830958377835,73.51440097180128,319475600
2020-03-04,73.28925323486328,73.44903118653338,70.9628058782761,71.7641114774827,219178400
2020-03-05,70.91197967529297,72.51700693831131,70.546426702123,71.5413986547228,187572800
2020-03-06,69.9702377319336,70.40357449268282,68.08196660960988,68.26837049351515,226176800
2020-03-09,64.43614959716797,67.32181576257562,63.66873234822989,63.850297174318,286744800
2020-03-10,69.07694244384766,69.34323899980069,65.21082178320125,67.0918381105168,285290000
2020-03-11,66.6778793334961,68.07956216167183,65.81362880191305,67.15237416724361,255598800
2020-03-12,60.09312057495117,65.36334381218688,60.03744172378647,61.95960879581329,418474000
2020-03-13,67.29277038574219,67.76484191547881,61.235766409905956,64.12628289000264,370732000
2020-03-16,58.63576126098633,62.719754836954735,58.10074857584745,58.572816419236986,322423600
2020-03-17,61.2139778137207,62.36388471818226,57.71340624039025,59.91881387267281,324056000
2020-03-18,59.71547317504883,60.521621618277884,57.403546490441286,58.04507789596301,300233600
2020-03-19,59.25792694091797,61.20914333463061,58.73259973445275,59.88977278720958,271857200
2020-03-20,55.49589920043945,60.96463122654848,55.195710672226056,59.8389270162078,401693200
2020-03-23,54.31694030761719,55.31675861475192,51.47000473892812,55.21508274022157,336752800
2020-03-24,59.766300201416016,59.96238962255932,56.72085240856594,57.21954987318864,287531200
2020-03-25,59.437068939208984,62.518828553443576,59.14172316127237,60.70318009593795,303602000
2020-03-26,62.564823150634766,62.62292153490078,59.640418371654654,59.679153090462734,252087200
2020-03-27,59.97450256347656,61.94266302499107,59.80746231049624,61.187354431284916,204216800
2020-03-30,61.686058044433594,61.8579410780005,60.37636924446907,60.70076794909207,167976400
2020-03-31,61.560150146484375,63.545257923676765,61.00577390577186,61.87728643914675,197002000
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400
2020-04-02,59.29423141479492,59.34749072840286,57.350277549943364,58.18305551478086,165934000
2020-04-03,58.442081451416016,59.48063053078689,57.85139001668199,58.77858141543968,129880000
2020-04-06,63.540435791015625,63.6953672894155,60.371524799496335,60.73949357260216,201820400
2020-04-07,62.80447006225586,65.77487478055976,62.700374688183814,65.55699112036581,202887200
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200
2020-04-09,64.87674713134766,65.38029109822737,64.0802880085237,65.04863383479294,161834800
2020-04-13,66.15011596679688,66.25905781375604,64.353831433513,64.95420843019932,131022800
2020-04-14,69.49092102050781,69.78142775121215,67.31214270390448,67.78421429432576,194994800
2020-04-15,68.85664367675781,69.3166064306414,67.93671816899065,68.36520850392205,131154400
2020-04-16,69.40376281738281,69.7693157098203,68.35310854308584,69.57080305380181,157125200
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000
2020-04-20,67.041015625,68.1909265506525,67.02165195482027,67.28794859412912,130015200
2020-04-21,64.96873474121094,67.11846344497374,64.25700003826536,66.8836393098129,180991600
2020-04-22,66.8400650024414,67.2758176226008,65.89592940016834,66.23726476615465,116862400
2020-04-23,66.58104705810547,68.20786856663918,66.54231233315308,66.78439882318551,124814400
2020-04-24,68.50321197509766,68.51289750296907,67.05795538482593,67.10637563628991,126161200
2020-04-27,68.5516128540039,68.88327005791642,67.77209430824026,68.21994826220036,117087600
2020-04-28,67.4404525756836,69.1955796657155,67.34846591334697,69.01401479433288,112004800
2020-04-29,69.65553283691406,70.125181113428,68.7259218099285,68.92927352946674,137280800
2020-04-30,71.12500762939453,71.30173342629523,69.8056406949222,70.195396396661,183064000
2020-05-01,69.97994232177734,72.3838593560598,69.20042354088866,69.29725665776628,240616800
2020-05-04,70.97006225585938,71.09836777466262,69.31419187836596,70.0041397159612,133568000
2020-05-05,72.0352554321289,72.86803354943969,71.28478583493806,71.43003920663523,147751200
2020-05-06,72.7784423828125,73.41028439938938,72.3523679150605,72.73728444031273,142333600
2020-05-07,73.53134155273438,73.87753081736858,73.10285116327836,73.40545924879912,115215200
2020-05-08,75.28150939941406,75.33491288731747,73.86389829348582,74.19160117798899,133838400
2020-05-11,76.46611022949219,76.96129825485261,74.58000137090725,74.7887632077065,145946400
2020-05-12,75.59222412109375,77.60212591001033,75.47085322222706,77.15062231412254,162301200
2020-05-13,74.67949676513672,76.69425770409393,73.6017228189693,75.77183462345045,200622400
2020-05-14,75.1382827758789,75.1989682128997,73.1939190032077,73.9172920793361,158929200
2020-05-15,74.69408416748047,74.7402057064117,72.87352049775028,72.90750790870699,166348400
2020-05-18,76.45393371582031,76.82775805671933,75.32761593322101,76.01943134990685,135178400
2020-05-19,76.01214599609375,77.31809023118156,75.98058838713202,76.47092399623682,101729600
2020-05-20,77.4904556274414,77.56084540499204,76.8326201163857,76.87145968739159,111504800
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800
2020-05-22,77.40792083740234,77.49045214412094,76.54861296126474,76.65056034866812,81803200
2020-05-26,76.88359832763672,78.70658386082842,76.82776505743689,78.52695733358873,125522000
2020-05-27,77.21858978271484,77.3642363430493,76.00002862396322,76.7403955523751,112945200
2020-05-28,77.2525634765625,78.51239377679266,76.61658126415462,76.89330301256463,133560800
2020-05-29,77.17732238769531,77.9565214299296,76.82049167356892,77.49531352794295,153532400
2020-06-01,78.12643432617188,78.247805202115,77.00010904163223,77.13119166186011,80791200
2020-06-02,78.48810577392578,78.51238142716903,77.41761391453537,77.8594056167389,87642800
2020-06-03,78.92021179199219,79.182377080961,78.23567814710795,78.80855263967156,104491200
2020-06-04,78.24054718017578,79.04159224328929,77.86672269370624,78.7430245381852,87560400
2020-06-05,80.46890258789062,80.5295880347895,78.46143067131722,78.49055850056602,137250400
2020-06-08,80.94467163085938,80.97865903574063,79.45424095843477,80.16547259371143,95654400
2020-06-09,83.50074768066406,83.89398820325025,80.59270571799298,80.62426333660154,147712400
2020-06-10,85.64900970458984,86.11749956722853,84.010502671639,84.44986470562118,166651600
